player_id,match_id,player_name,total_passes,total_shots,total_dribbles,total_interceptions,total_duels,total_fouls_won,total_ball_receipts,total_miscontrols,total_dispossessions,total_errors,total_pressures,total_fouls_committed,total_50-50s,total_clearances,total_dribbled_past,successful_passes,unsuccessful_passes,successful_dribbles,unsuccessful_dribbles,goal_assists,shot_assists,total_xg,goals_scored,unsuccessful_shots,duels_won,duels_lost,clearances,position_code,position,team,event_count
5572.0,3895158,Mats Hummels,31,0,0,0,5,2,17,0,0,0,14,1,0,13,4,25,6,0,0,0,0,0.0,0,0,2,2,13,3.0,Right Center Back,Borussia Dortmund,116
5572.0,3895309,Mats Hummels,73,0,0,0,8,0,64,1,0,0,15,0,1,7,0,62,11,0,0,0,0,0.0,0,0,5,3,7,3.0,Right Center Back,Borussia Dortmund,234
5579.0,3895074,Joshua Kimmich,70,1,0,0,4,0,61,0,0,0,10,1,1,0,1,61,9,0,0,0,2,0.020028673,0,0,1,3,0,9.0,Right Defensive Midfield,Bayern Munich,201
5579.0,3895232,Joshua Kimmich,41,0,0,0,1,0,33,1,0,0,10,0,0,0,1,34,7,0,0,0,0,0.0,0,0,1,0,0,9.0,Right Defensive Midfield,Bayern Munich,120
5602.0,3895182,Cristian Gamboa Luna,36,0,0,0,4,0,21,0,0,0,21,1,0,1,2,26,10,0,0,0,0,0.0,0,0,0,4,1,2.0,Right Back,Bochum,122
5623.0,3895095,Jae-Sung Lee,30,0,1,0,3,0,26,0,0,0,17,1,0,0,1,22,8,1,0,0,0,0.0,0,0,0,1,0,21.0,Left Wing,FSV Mainz 05,109
5623.0,3895250,Jae-Sung Lee,32,2,0,0,3,2,43,1,0,0,20,1,1,1,0,28,4,0,0,0,True,0.42510944500000003,0,2,1,0,1,20.0,Left Attacking Midfield,FSV Mainz 05,154
5625.0,3895052,Emil Peter Forsberg,7,0,0,0,0,2,10,0,0,0,3,0,0,0,0,6,1,0,0,0,0,0.0,0,0,0,0,0,18.0,Right Attacking Midfield,RB Leipzig,32
5666.0,3895302,Dawid Kownacki,5,0,0,0,1,0,11,0,0,0,7,0,0,0,0,2,3,0,0,0,0,0.0,0,0,0,0,0,22.0,Right Center Forward,Werder Bremen,26
6321.0,3895153,Milos Veljkovic,64,0,1,0,4,0,55,1,0,0,13,0,0,3,2,55,9,0,1,0,0,0.0,0,0,1,1,3,3.0,Right Center Back,Werder Bremen,194
6321.0,3895302,Milos Veljkovic,61,0,0,0,2,0,53,0,0,0,4,0,0,4,0,56,5,0,0,0,0,0.0,0,0,1,0,4,5.0,Left Center Back,Werder Bremen,178
6324.0,3895074,Leon Goretzka,53,2,0,0,0,1,45,0,0,0,13,0,0,0,0,46,7,0,0,0,0,0.34877853000000003,1,0,0,0,0,11.0,Left Defensive Midfield,Bayern Munich,155
6324.0,3895232,Leon Goretzka,57,2,0,0,1,0,60,1,1,0,14,2,0,0,0,54,3,0,0,0,0,0.114908859,0,2,0,1,0,11.0,Left Defensive Midfield,Bayern Munich,191
6874.0,3895194,Ermedin Demirović,19,2,4,0,3,2,29,1,1,0,27,1,0,1,1,11,8,2,2,0,True,0.161729462,0,2,0,0,1,24.0,Left Center Forward,Augsburg,116
6874.0,3895348,Ermedin Demirović,19,4,0,0,4,1,34,3,1,0,24,1,0,0,3,13,6,0,0,0,0,0.226136871,0,3,0,0,0,22.0,Right Center Forward,Augsburg,117
6985.0,3895139,Robin Gosens,13,0,0,0,1,0,10,0,0,0,1,0,0,0,0,10,3,0,0,0,0,0.0,0,0,1,0,0,8.0,Left Wing Back,Union Berlin,36
6985.0,3895292,Robin Gosens,27,1,0,0,1,1,24,0,1,0,5,2,0,1,1,19,8,0,0,0,2,0.061352093,0,1,0,0,1,8.0,Left Wing Back,Union Berlin,90
7044.0,3895121,Patrik Schick,1,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,0,23.0,Center Forward,Bayer Leverkusen,8
7044.0,3895158,Patrik Schick,4,1,0,0,0,0,7,0,1,0,1,0,1,0,0,2,2,0,0,0,0,0.06840045,0,1,0,0,0,18.0,Right Attacking Midfield,Bayer Leverkusen,20
7044.0,3895167,Patrik Schick,2,1,0,0,2,0,16,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0.043944217,0,1,0,0,0,23.0,Center Forward,Bayer Leverkusen,26
7044.0,3895180,Patrik Schick,5,1,0,0,0,0,12,0,1,0,8,0,0,0,0,4,1,0,0,0,0,0.08704005,0,0,0,0,0,23.0,Center Forward,Bayer Leverkusen,29
7044.0,3895182,Patrik Schick,23,4,1,0,2,4,46,2,2,0,8,1,0,1,0,17,6,0,1,0,True,1.36863058,3,1,0,0,1,23.0,Center Forward,Bayer Leverkusen,114
7044.0,3895194,Patrik Schick,13,4,3,0,6,1,40,3,2,0,16,0,0,0,0,11,2,1,2,0,0,0.44817375000000004,0,3,0,0,0,23.0,Center Forward,Bayer Leverkusen,114
7044.0,3895202,Patrik Schick,26,3,0,0,0,0,37,1,1,0,14,3,0,0,0,21,5,0,0,0,True,0.177001883,0,3,0,0,0,23.0,Center Forward,Bayer Leverkusen,106
7044.0,3895210,Patrik Schick,30,3,3,0,1,1,58,3,1,0,15,2,0,0,0,28,2,2,1,0,3,0.33334601399999997,0,3,0,0,0,23.0,Center Forward,Bayer Leverkusen,153
7044.0,3895244,Patrik Schick,22,2,3,0,4,3,43,2,1,0,15,0,1,2,0,19,3,0,3,0,True,0.12789864,0,2,0,0,2,22.0,Right Center Forward,Bayer Leverkusen,122
7044.0,3895250,Patrik Schick,7,0,0,0,3,0,19,1,3,0,7,1,0,1,0,5,2,0,0,0,0,0.0,0,0,0,0,1,18.0,Right Attacking Midfield,Bayer Leverkusen,50
7044.0,3895258,Patrik Schick,7,2,1,0,2,0,26,2,2,0,13,0,0,0,0,5,2,0,1,0,True,0.1206514,0,1,1,1,0,23.0,Center Forward,Bayer Leverkusen,67
7044.0,3895266,Patrik Schick,11,0,2,0,0,2,22,4,0,0,16,0,3,1,0,7,4,1,1,0,0,0.0,0,0,0,0,1,23.0,Center Forward,Bayer Leverkusen,77
7044.0,3895275,Patrik Schick,18,2,2,0,3,2,37,3,2,0,9,2,0,0,0,15,3,2,0,0,0,0.410803544,1,0,0,0,0,23.0,Center Forward,Bayer Leverkusen,102
7044.0,3895286,Patrik Schick,9,5,1,0,1,0,37,3,0,0,14,1,0,1,0,7,2,1,0,0,0,0.9354651839999999,1,2,0,0,1,23.0,Center Forward,Bayer Leverkusen,78
7044.0,3895302,Patrik Schick,6,1,1,0,1,0,12,0,1,0,9,0,0,0,0,4,2,0,1,0,0,0.109270036,0,0,0,0,0,23.0,Center Forward,Bayer Leverkusen,40
7044.0,3895309,Patrik Schick,1,0,1,0,1,0,5,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0,0,0,0,1,22.0,Right Center Forward,Bayer Leverkusen,13
7044.0,3895320,Patrik Schick,15,3,0,0,3,0,30,0,0,0,14,0,0,0,0,13,2,0,0,0,0,0.41025329099999996,0,2,1,1,0,23.0,Center Forward,Bayer Leverkusen,73
7044.0,3895333,Patrik Schick,11,1,0,0,1,0,23,1,0,0,9,0,0,1,0,9,2,0,0,0,0,0.19578177,1,0,0,0,1,23.0,Center Forward,Bayer Leverkusen,55
7044.0,3895340,Patrik Schick,13,5,0,0,3,1,37,2,6,0,7,1,1,0,0,13,0,0,0,0,0,0.379899582,1,3,1,1,0,23.0,Center Forward,Bayer Leverkusen,99
7044.0,3895348,Patrik Schick,5,2,0,0,0,1,11,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.230597712,0,2,0,0,0,23.0,Center Forward,Bayer Leverkusen,28
7083.0,3895153,Anthony Jung,62,0,1,0,3,0,51,0,0,0,12,1,0,2,0,58,4,1,0,0,0,0.0,0,0,1,0,2,5.0,Left Center Back,Werder Bremen,186
7095.0,3895107,Marvin Schwäbe,48,0,0,0,0,0,34,0,0,0,0,0,0,0,0,39,9,0,0,0,0,0.0,0,0,0,0,0,1.0,Goalkeeper,FC Köln,141
7095.0,3895258,Marvin Schwäbe,31,0,0,0,0,1,17,0,0,0,0,0,0,0,0,18,13,0,0,0,0,0.0,0,0,0,0,0,1.0,Goalkeeper,FC Köln,87
7173.0,3895139,Leonardo Bonucci,9,0,0,0,2,0,7,0,0,0,3,0,0,1,0,6,3,0,0,0,0,0.0,0,0,1,1,1,4.0,Center Back,Union Berlin,30
7198.0,3895060,Franck Honorat,50,1,3,0,0,0,45,0,0,0,15,0,0,0,2,40,10,0,3,0,6,0.070884824,0,0,0,0,0,7.0,Right Wing Back,Borussia Mönchengladbach,145
7198.0,3895210,Franck Honorat,21,0,1,0,1,0,26,2,0,1,32,0,0,4,0,13,8,1,0,0,0,0.0,0,0,0,1,4,7.0,Right Wing Back,Borussia Mönchengladbach,113
7208.0,3895095,Ludovic Ajorque,9,0,0,0,2,0,17,1,0,0,2,0,0,0,0,8,1,0,0,0,True,0.0,0,0,1,0,0,22.0,Right Center Forward,FSV Mainz 05,38
7375.0,3895210,Theoson Jordan Siebatcheu,13,0,0,0,2,4,41,4,1,0,40,3,2,0,0,8,5,0,0,0,True,0.0,0,0,1,0,0,22.0,Right Center Forward,Borussia Mönchengladbach,124
7796.0,3895250,Silvan Widmer,25,0,0,0,4,0,22,2,2,0,9,1,0,3,1,22,3,0,0,True,0,0.0,0,0,0,1,3,7.0,Right Wing Back,FSV Mainz 05,91
7829.0,3895134,Wout Weghorst,24,2,0,0,3,3,50,1,1,0,43,0,0,1,0,18,6,0,0,0,True,1.04062588,1,1,0,0,1,22.0,Right Center Forward,Hoffenheim,141
7829.0,3895286,Wout Weghorst,17,1,2,0,6,2,26,3,1,0,26,2,0,2,1,12,5,0,2,True,0,0.05932622,0,1,1,1,2,22.0,Right Center Forward,Hoffenheim,111
8056.0,3895194,Fredrik Jensen,21,0,2,0,4,0,18,0,0,0,19,1,1,2,1,16,5,0,2,0,0,0.0,0,0,3,0,2,13.0,Right Center Midfield,Augsburg,100
8068.0,3895060,Maximilian Wöber,56,0,0,0,6,0,41,0,0,0,15,1,0,5,0,48,8,0,0,0,0,0.0,0,0,4,1,5,5.0,Left Center Back,Borussia Mönchengladbach,173
8069.0,3895074,Matthijs de Ligt,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,11.0,Left Defensive Midfield,Bayern Munich,5
8207.0,3895095,Dominik Kohr,41,1,0,0,6,0,40,1,0,0,24,1,0,0,2,39,2,0,0,0,0,0.038837012,0,1,3,2,0,11.0,Left Defensive Midfield,FSV Mainz 05,148
8207.0,3895250,Dominik Kohr,42,2,0,0,3,2,35,0,0,0,9,3,0,6,0,29,13,0,0,0,0,0.259213935,1,0,1,1,6,3.0,Right Center Back,FSV Mainz 05,140
8208.0,3895074,Sven Ulreich,36,0,0,0,0,0,27,0,0,0,0,0,0,0,0,25,11,0,0,0,0,0.0,0,0,0,0,0,1.0,Goalkeeper,Bayern Munich,106
8211.0,3895052,Benjamin Henrichs,63,5,1,0,2,3,54,1,0,0,12,0,0,0,2,49,14,1,0,0,0,0.167161626,0,2,1,0,0,2.0,Right Back,RB Leipzig,205
8211.0,3895202,Benjamin Henrichs,6,1,1,0,0,0,6,0,0,0,2,0,0,0,0,5,1,1,0,0,0,0.18715149,0,1,0,0,0,2.0,Right Back,RB Leipzig,21
8221.0,3895052,Jonathan Tah,52,1,0,0,2,0,41,0,0,0,6,1,0,6,1,50,2,0,0,0,0,0.15772732,1,0,0,2,6,4.0,Center Back,Bayer Leverkusen,158
8221.0,3895060,Jonathan Tah,57,1,0,0,2,0,50,1,0,0,9,2,0,5,0,55,2,0,0,0,0,0.16639715,1,0,1,1,5,4.0,Center Back,Bayer Leverkusen,182
8221.0,3895067,Jonathan Tah,68,0,0,0,2,0,49,0,0,0,3,1,0,1,0,64,4,0,0,0,0,0.0,0,0,0,0,1,4.0,Center Back,Bayer Leverkusen,188
8221.0,3895074,Jonathan Tah,57,0,1,0,2,0,47,0,0,0,8,0,0,5,0,57,0,1,0,0,0,0.0,0,0,1,0,5,4.0,Center Back,Bayer Leverkusen,177
8221.0,3895086,Jonathan Tah,77,0,1,0,1,0,69,0,0,0,9,0,0,4,2,74,3,1,0,0,0,0.0,0,0,1,0,4,4.0,Center Back,Bayer Leverkusen,228
8221.0,3895095,Jonathan Tah,67,0,0,0,3,0,59,0,0,0,9,2,0,6,0,64,3,0,0,0,0,0.0,0,0,1,0,6,4.0,Center Back,Bayer Leverkusen,208
8221.0,3895107,Jonathan Tah,86,1,1,0,4,1,81,0,1,0,6,1,0,2,0,84,2,1,0,0,0,0.110566854,0,1,0,0,2,4.0,Center Back,Bayer Leverkusen,272
8221.0,3895113,Jonathan Tah,56,1,0,0,1,0,48,0,0,0,8,2,0,6,0,53,3,0,0,0,0,0.030106671,0,0,1,0,6,4.0,Center Back,Bayer Leverkusen,172
8221.0,3895121,Jonathan Tah,100,1,0,0,2,0,90,1,0,0,5,0,0,8,0,95,5,0,0,0,True,0.02354686,0,1,0,1,8,4.0,Center Back,Bayer Leverkusen,298
8221.0,3895134,Jonathan Tah,60,0,0,0,1,0,49,0,0,0,10,3,0,11,1,56,4,0,0,0,0,0.0,0,0,1,0,11,4.0,Center Back,Bayer Leverkusen,185
8221.0,3895139,Jonathan Tah,87,2,0,0,3,0,80,1,0,0,9,0,0,4,1,82,5,0,0,0,0,0.08920386899999999,1,1,2,1,4,4.0,Center Back,Bayer Leverkusen,275
8221.0,3895158,Jonathan Tah,47,1,0,0,1,1,36,0,0,0,6,2,0,4,0,43,4,0,0,0,0,0.11983944,0,0,0,0,4,4.0,Center Back,Bayer Leverkusen,140
8221.0,3895167,Jonathan Tah,45,3,1,0,5,0,37,0,0,1,11,2,0,2,0,42,3,0,1,0,True,0.16071546599999997,0,2,1,1,2,4.0,Center Back,Bayer Leverkusen,144
8221.0,3895180,Jonathan Tah,81,0,1,0,1,2,67,1,1,0,5,1,0,10,0,77,4,0,1,0,0,0.0,0,0,1,0,10,4.0,Center Back,Bayer Leverkusen,243
8221.0,3895182,Jonathan Tah,71,0,1,0,1,0,54,0,0,0,7,2,1,3,1,67,4,0,1,0,0,0.0,0,0,1,0,3,4.0,Center Back,Bayer Leverkusen,195
