player_name,team,position,actual_rating,predicted_rating,rating_difference
Leart Paqarada,FC Köln,Defender,1.040497804735384,1.0682030360623636,0.027705231326979662
Vincenzo Grifo,Freiburg,Midfielder,1.3599372581636995,1.0643449240442333,-0.29559233411946617
Bernardo Fernandes da Silva Junior,Bochum,Defender,1.0417131519001992,1.062713528147197,0.02100037624699791
Kevin Sessa,FC Heidenheim,Midfielder,1.2538992653244245,1.0574930491523846,-0.1964062161720399
Norman Theuerkauf,FC Heidenheim,Midfielder,1.1611160215900589,1.0542419088428636,-0.10687411274719527
Matej Maglica,Darmstadt 98,Defender,1.080262052050112,1.0452269749161156,-0.03503507713399645
Felix Agu,Werder Bremen,Defender,1.02061568107802,1.0367112130668115,0.016095531988791434
Manuel Neuer,Bayern Munich,Goalkeeper,1.0338704301829293,1.0312595870791075,-0.0026108431038218693
Kevin Müller,FC Heidenheim,Goalkeeper,1.0338704301829293,1.0263390186499746,-0.007531411532954779
Koen Casteels,Wolfsburg,Goalkeeper,0.9941061828682013,1.0250173877299202,0.030911204861718944
Josuha Guilavogui,FSV Mainz 05,Defender,1.0868894266025666,1.0114791734034196,-0.07541025319914696
Hrvoje Smolčić,Eintracht Frankfurt,Defender,1.0073609319731105,1.0053126545636788,-0.002048277409431698
Kevin Kampl,RB Leipzig,Midfielder,1.084238476781585,1.0048975723073288,-0.07934090447425612
Andrej Kramarić,Hoffenheim,Midfielder,1.0131955193041922,0.9929352423276937,-0.02026027697649846
Adam Hložek,Bayer Leverkusen,Midfielder,1.1522102846086697,0.9843916536849874,-0.16781863092368232
Noussair Mazraoui,Bayern Munich,Midfielder,1.060379928392748,0.9843133910378267,-0.0760665373549213
Nathan Tella,Bayer Leverkusen,Forward,1.0616938525184052,0.9791181214013278,-0.08257573111707739
Jonas Hofmann,Bayer Leverkusen,Defender,0.7496256813919174,0.9788063484174266,0.2291806670255092
Nadiem Amiri,Bayer Leverkusen,Midfielder,0.9588901627083757,0.977428939404995,0.018538776696619297
Olivier Deman,Werder Bremen,Defender,0.9423592978186869,0.9584771883606965,0.016117890542009627
Lukas Daschner,Bochum,Forward,0.8111906452204523,0.9576761495017903,0.146485504281338
Philipp Mwene,FSV Mainz 05,Defender,0.868449067103302,0.9511404789528903,0.08269141184958828
Moritz Nicolas,Borussia Mönchengladbach,Goalkeeper,0.9145776882387452,0.9490676753587896,0.03448998712004436
Aymen Barkok,FSV Mainz 05,Defender,0.7318712878927601,0.9455381001401426,0.2136668122473825
Florent Muslija,Freiburg,Forward,0.9092757885967814,0.9396329436328134,0.03035715503603198
Christopher Trimmel,Union Berlin,Defender,0.9344598118961092,0.939251140250339,0.004791328354229796
Borja Iglesias Quintas,Bayer Leverkusen,Forward,0.9182045850659033,0.9283055012191723,0.010100916153269024
Yorbe Vertessen,Union Berlin,Forward,0.9467202997375858,0.9096208146008223,-0.03709948513676342
Ivan Ordets,Bochum,Defender,0.8880681900289265,0.9014205478837684,0.0133523578548419
Mikkel Kaufmann,Union Berlin,Forward,0.8907191398499084,0.8998140764383374,0.009094936588429081
Felix Kalu Nmecha,Borussia Dortmund,Midfielder,0.9768750090318191,0.8959693001990633,-0.08090570883275583
Leonidas Stergiou,VfB Stuttgart,Defender,0.815698012070114,0.8888545572387477,0.07315654516863368
Tomáš Koubek,Augsburg,Goalkeeper,0.8217944445043797,0.8868437892664407,0.06504934476206103
Philipp Lienhart,Freiburg,Defender,0.8416765681617437,0.8844977150920851,0.042821146930341336
Silas Katompa Mvumpa,VfB Stuttgart,Midfielder,0.9571122943340394,0.874938005661447,-0.08217428867259247
Noah Atubolu,Freiburg,Goalkeeper,0.8681860663715624,0.8743299232847874,0.006143856913225054
Lukáš Hrádecký,Bayer Leverkusen,Goalkeeper,0.8687885549672402,0.8726023002565673,0.0038137452893270973
Lovro Majer,Wolfsburg,Midfielder,1.2649118264375043,0.8725405932899863,-0.392371233147518
Rani Khedira,Union Berlin,Midfielder,1.3743906390018754,0.8699876257210947,-0.5044030132807807
Marcel Schuhen,Darmstadt 98,Goalkeeper,0.7687754480847423,0.8528286320677368,0.08405318398299455
Nathan Tella,Bayer Leverkusen,Defender,0.6176033074759524,0.85156537950011,0.23396207202415764
Mahmoud Dahoud,VfB Stuttgart,Midfielder,1.1067715502599307,0.8367034957146079,-0.2700680545453228
Arne Engels,Augsburg,Midfielder,0.8526870387357947,0.8264559408567742,-0.02623109787902045
Danilo Teodoro Soares,Bochum,Defender,0.6892469534552862,0.8234503013107176,0.13420334785543142
Tim Oermann,Bochum,Defender,0.7157564516651049,0.8089367692655468,0.09318031760044188
Erhan Mašović,Bochum,Defender,0.7886575717421063,0.8068889891939187,0.01823141745181245
Tom Krauß,FSV Mainz 05,Midfielder,0.862350842918562,0.8056609968302253,-0.056689846088336715
Josip Juranović,Union Berlin,Defender,0.9079503136862905,0.7939633060999095,-0.11398700758638103
Robin Zentner,FSV Mainz 05,Goalkeeper,0.7290112007700142,0.787937475667414,0.058926274897399766
Marco Reus,Borussia Dortmund,Midfielder,1.0908658513340397,0.7872399911069601,-0.3036258602270796
Robin Gosens,Union Berlin,Defender,0.6511091193401103,0.772033855945371,0.12092473660526071
Mathys Tel,Bayern Munich,Forward,0.7685938411884736,0.7635996539212156,-0.004994187267257977
Antonios Papadopoulos,Borussia Dortmund,Defender,0.7820301971896516,0.7584169310049215,-0.02361326618473014
Yussuf Yurary Poulsen,RB Leipzig,Midfielder,0.75436315071255,0.7377804991272341,-0.01658265158531591
Jens Petter Hauge,Eintracht Frankfurt,Forward,0.6494827061405581,0.7354989813000569,0.08601627515949872
Ludovic Ajorque,FSV Mainz 05,Forward,0.6865960036343043,0.7176546890866514,0.031058685452347135
Mathias Flaga Olesen,FC Köln,Midfielder,0.6839450538133225,0.7138243257914328,0.029879271978110356
Grant-Leon Ranos,Borussia Mönchengladbach,Midfielder,0.8236433064055984,0.7106159447919331,-0.11302736161366522
Aurélio Gabriel Ulineia Buta,Eintracht Frankfurt,Midfielder,0.857582267087635,0.7085087855938222,-0.14907348149381272
Elias Niklas Baum,Eintracht Frankfurt,Midfielder,0.8085396953994703,0.7063000278119677,-0.10223966758750269
Florian Pick,FC Heidenheim,Midfielder,0.6707027133803731,0.7050166294439718,0.03431391606359868
Tobias Kempe,Darmstadt 98,Midfielder,0.796610421205052,0.7021256217422359,-0.09448479946281607
Justin Gideon Njinmah,Werder Bremen,Midfielder,0.7730892772263902,0.7001086794771063,-0.0729805977492839
Thomas Poppler Isherwood,Darmstadt 98,Defender,0.7157564516651049,0.6956817151208371,-0.020074736544267835
Ansgar Knauff,Eintracht Frankfurt,Defender,0.40323900539651375,0.6928154710751425,0.28957646567862877
Matěj Kovář,Bayer Leverkusen,Goalkeeper,0.6759922043503769,0.6817674445949616,0.005775240244584756
Ihlas Bebou,Hoffenheim,Forward,0.5354918638383377,0.6727005852573643,0.13720872141902662
Noah Loosli,Bochum,Defender,0.569954211511102,0.6439454817595549,0.07399127024845287
Amin Sarr,Wolfsburg,Forward,0.6402043817671216,0.6380602424706172,-0.002144139296504366
Kevin Paredes,Wolfsburg,Midfielder,0.7268799547100789,0.627073607421154,-0.0998063472889249
Karim-David Adeyemi,Borussia Dortmund,Forward,0.572605161332084,0.6219795398483943,0.049374378516310324
Marnon Busch,FC Heidenheim,Defender,0.5964637097209208,0.614736058067349,0.018272348346428213
Anwar El Ghazi,FSV Mainz 05,Forward,0.5966843281273024,0.6143985821184661,0.017714253991163664
Michael Gregoritsch,Freiburg,Forward,0.5421511190447083,0.6060889686291037,0.06393784958439541
Kevin Behrens,Union Berlin,Forward,0.487774767060664,0.5987650845729839,0.11099031751231991
Patrik Schick,Bayer Leverkusen,Midfielder,0.5815335841876993,0.5865344323484044,0.005000848160705118
Max Finkgräfe,FC Köln,Forward,0.45998092342682695,0.5847701866588458,0.12478926323201889
Andreas Müller,Darmstadt 98,Midfielder,0.6799686290818496,0.5794520526272197,-0.10051657645462997
Felix Passlack,Bochum,Defender,0.49042571688164593,0.5671286260965368,0.07670290921489087
Emil Peter Forsberg,RB Leipzig,Midfielder,0.5805580107950294,0.5526376727324744,-0.027920338062555006
Noah Mbamba,Bayer Leverkusen,Forward,0.5743731785155776,0.5526093409142623,-0.021763837601315283
Dennis Geiger,Hoffenheim,Midfielder,0.6256241577517213,0.5390204571785318,-0.08660370057318956
Takuma Asano,Bochum,Forward,0.5394682885698106,0.5375485298103925,-0.0019197587594180776
Gustavo Adolfo Puerta Molano,Bayer Leverkusen,Midfielder,0.5360689432273328,0.5182359221570354,-0.017833021070297383
Tim Skarke,Darmstadt 98,Forward,0.5402982430355063,0.5124762025677048,-0.027822040467801568
Aster Vranckx,Wolfsburg,Midfielder,0.5262135394649011,0.5070070638057488,-0.019206475659152344
Jeremie Frimpong,Bayer Leverkusen,Midfielder,0.6853594265234141,0.49790086162343167,-0.18745856489998242
Yannik Keitel,Freiburg,Midfielder,0.503035110279096,0.48811660688769776,-0.014918503391398219
Marvin Pieringer,FC Heidenheim,Forward,0.3711329749374618,0.48563758202920304,0.11450460709174126
Benedict Hollerbach,Union Berlin,Forward,0.45861431902986355,0.4815291670941807,0.02291484806431715
Fabio Carvalho,RB Leipzig,Midfielder,0.49970404125508255,0.4809963124969049,-0.018707728758177666
Eljif Elmas,RB Leipzig,Midfielder,0.4572888441193726,0.4711368962531162,0.013848052133743627
Kevin Sessa,FC Heidenheim,Forward,0.40559532261022613,0.4662047808342489,0.06060945822402275
Steffen Tigges,FC Köln,Forward,0.4427086201039723,0.465632860463904,0.022924240359931736
Woo-Yeong Jeong,VfB Stuttgart,Forward,0.43608124555151756,0.4627808404493146,0.026699594897797052
Silas Katompa Mvumpa,VfB Stuttgart,Forward,0.36318012547451617,0.45533533269974424,0.09215520722522808
Ihlas Bebou,Hoffenheim,Defender,0.3181139785178244,0.4518488824009412,0.13373490388311676
Jean-Mattéo Bahoya Négoce,Eintracht Frankfurt,Midfielder,0.4533124193878998,0.44903853366384183,-0.0042738857240579575
Shio Fukuda,Borussia Mönchengladbach,Forward,0.4453595699249542,0.4455041453134833,0.00014457538852913343
Denis Thomalla,FC Heidenheim,Forward,0.408246272431208,0.444259425749246,0.036013153318038005
Sebastian Polter,Darmstadt 98,Forward,0.40559532261022613,0.44102579209482834,0.03543046948460221
Dawid Kownacki,Werder Bremen,Forward,0.4268029211780811,0.43971862703442777,0.01291570585634666
Ignacio Ferri Julià,Eintracht Frankfurt,Forward,0.4617847564004245,0.43403560477438013,-0.027749151626044355
Leonardo Bonucci,Union Berlin,Defender,0.41089722225218983,0.4329281122354624,0.022030889983272572
Christoph Baumgartner,RB Leipzig,Midfielder,0.5328409140173559,0.4326590896377697,-0.10018182437958617
Yussuf Yurary Poulsen,RB Leipzig,Forward,0.3287177778017519,0.4316962428508307,0.10297846504907882
Raphaël Adelino José Guerreiro,Bayern Munich,Defender,0.3313687276227337,0.4272790381568389,0.09591031053410515
Noah Weißhaupt,Freiburg,Midfielder,0.3658310752954981,0.4077947543809787,0.0419636790854806
Pep Biel Mas Jaume,Augsburg,Midfielder,0.5632218557404447,0.39804133615277826,-0.16518051958766644
Steffen Tigges,FC Köln,Midfielder,0.42150102153611735,0.3952286593636839,-0.02627236217243345
Marvin Pieringer,FC Heidenheim,Midfielder,0.4572888441193726,0.3937887081600223,-0.06350013595935028
Sven Michel,Augsburg,Forward,0.33401967744371563,0.3913955972768721,0.057375919833156486
Isak Hansen-Aarøen,Werder Bremen,Midfielder,0.4294538709990629,0.3895841827362934,-0.03986968826276949
Jakub Kamiński,Wolfsburg,Forward,0.32076492833880627,0.38605959701781495,0.06529466867900868
Marco Richter,FSV Mainz 05,Midfielder,0.35390180110107966,0.37590485843270716,0.022003057331627496
Marius Bülter,Hoffenheim,Forward,0.2810006810240782,0.3689488916169718,0.0879482105928936
Junior Chukwubuike Adamu,Freiburg,Midfielder,0.35390180110107966,0.36879989386411327,0.01489809276303361
Benno Schmitz,FC Köln,Defender,0.3446234767276431,0.3625906787595168,0.017967202031873686
Niklas Stark,Werder Bremen,Defender,0.30485922941291504,0.3370407563551589,0.032181526942243854
Bambasé Conté,Hoffenheim,Midfielder,0.3592037007430434,0.33250200867120383,-0.02670169207183959
Fabian Nürnberger,Darmstadt 98,Defender,0.3446234767276431,0.29334085244074914,-0.05128262428689395
Christoph Klarer,Darmstadt 98,Forward,0.3446234767276431,0.2923199570396069,-0.052303519688036204
Mahmut Kücüksahin,Augsburg,Midfielder,0.25846760754573234,0.28108683689326025,0.022619229347527914
Stefan Lainer,Borussia Mönchengladbach,Defender,0.265094982098187,0.27474540198629394,0.009650419888106943
Nadiem Amiri,Bayer Leverkusen,Forward,0.2226797849624771,0.2721627136529236,0.049482928690446515
Yvandro Borges Sanches,Borussia Mönchengladbach,Forward,0.21472693549953145,0.25029605472255556,0.03556911922302411
Jan Thielmann,FC Köln,Forward,0.25449118281425953,0.24752889575413742,-0.006962287060122113
Julien Duranville,Borussia Dortmund,Forward,0.243887383530332,0.24008344435470094,-0.0038039391756310714
Christoph Kramer,Borussia Mönchengladbach,Midfielder,0.5606758871376655,0.22150781261000246,-0.339168074527663
Adam Hložek,Bayer Leverkusen,Forward,0.220442171117085,0.21506927434104658,-0.005372896776038416
Jean-Eric Maxim Choupo-Moting,Bayern Munich,Forward,0.23593453406738646,0.21342653758819352,-0.022507996479192938
Filip Stojilković,Darmstadt 98,Defender,0.0795284946294561,0.19254887524890488,0.11302038061944877
Salih Özcan,Borussia Dortmund,Midfielder,0.20677408603658587,0.1889331937413777,-0.01784089229520816
Jessic Ngankam,Eintracht Frankfurt,Forward,0.17231173836382155,0.1821420315595616,0.009830293195740053
Jessic Ngankam,FSV Mainz 05,Midfielder,0.3236083861063441,0.17218637026520997,-0.15142201584113416
Dion Drena Beljo,Augsburg,Forward,0.15640603943793036,0.1566772918352573,0.0002712523973269487
Noah Mbamba,Bayer Leverkusen,Midfielder,0.18821743728971277,0.14512624794965243,-0.04309118934006034
Anthony Rouault,VfB Stuttgart,Defender,0.09941061828682013,0.14324407357675514,0.043833455289935014
Thomas Meunier,Borussia Dortmund,Defender,0.14580224015400284,0.14313803558391613,-0.0026642045700867034
Matthijs de Ligt,Bayern Munich,Midfielder,0.1471277150644938,0.14121609696370427,-0.005911618100789523
Maximilian Philipp,Freiburg,Forward,0.11664179212320229,0.1382124637923855,0.02157067166918321
Kevin Behrens,Wolfsburg,Forward,0.07422659498749236,0.1257397448846658,0.05151314989717344
Lukas Ullrich,Borussia Mönchengladbach,Defender,0.14580224015400284,0.12234133423831324,-0.023460905915689598
Mërgim Berisha,Hoffenheim,Forward,0.09278324373436544,0.10610946146029523,0.01332621772592979
Patrick Wimmer,Wolfsburg,Midfielder,0.0795284946294561,0.08566544346502919,0.006136948835573086
Pascal Stenzel,VfB Stuttgart,Defender,0.06627374552454675,0.08008519409186234,0.013811448567315587
Justin Diehl,FC Köln,Midfielder,0.03976424731472805,0.06191293306903158,0.02214868575430353
Tim Oermann,Bochum,Midfielder,0.11531631721271134,0.05256833495007052,-0.06274798226264082
Robert Gumny,Augsburg,Defender,0.0265094982098187,0.03818693217124381,0.01167743396142511
Luca Jannis Kilian,FC Köln,Defender,0.0,0.029637618998577312,0.029637618998577312
